Concept URI,Concept URN,prefLabel,altLabel,Definition,Concept version,Deprecated,Version date and time
http://vocab.nerc.ac.uk/collection/P06/current/MWNS/,SDN:P06::MWNS,Milliwatts per square metre per nanometre per steradian,mW/m^2/nm/sr,Unavailable,1,false,2014-08-14 11:23:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UPAM/,SDN:P06::UPAM,Picoamps per micromole per litre,pA/umol/l,Unavailable,1,false,2017-10-25 10:32:43.0
http://vocab.nerc.ac.uk/collection/P06/current/MBQK/,SDN:P06::MBQK,Millibecquerels per kilogram,mBq/kg,One radioactive disintegration per thousand seconds from an SI standard unit of mass of sample.,3,false,2014-06-07 11:03:42.0
http://vocab.nerc.ac.uk/collection/P06/current/UMTC/,SDN:P06::UMTC,Square Metres.Hertz squared,m^2.Hz^2,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UYBC/,SDN:P06::UYBC,Gregorian calendar years before Christ,BC,A calendar year prior to the origin of the Gregorian calendar expressed as a incrementing integer going back into the past.,2,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/UMNX/,SDN:P06::UMNX,per metre per nanometre,/m/nm,Unavailable,1,false,1995-09-15 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UECH/,SDN:P06::UECH,MicroEinsteins per square centimetre per hour,uE/cm^2/h,Energy of 10^-6 moles of photons per 10^-4 SI unit area over a period of one hour.,1,false,2015-01-28 09:30:37.0
http://vocab.nerc.ac.uk/collection/P06/current/UNBQ/,SDN:P06::UNBQ,Nanobecquerels per litre,nBq/l,Unavailable,2,false,2014-06-07 11:03:42.0
http://vocab.nerc.ac.uk/collection/P06/current/UWCN/,SDN:P06::UWCN,Microwatts per square centimetre per nanometre,uW/cm^2/nm,The power (scaled by 10^-6) per SI unit of area (scaled by 10^-4) produced per SI unit of length (scaled by 10^-9).,1,false,2024-07-29 17:14:34.0
http://vocab.nerc.ac.uk/collection/P06/current/PIXY/,SDN:P06::PIXY,Pixels,px,The smallest resolvable element of a digital image and a unit of measure in image analysis.,2,false,2018-01-12 11:45:21.0
http://vocab.nerc.ac.uk/collection/P06/current/USUM/,SDN:P06::USUM,Square microns per millilitre,um^2/ml,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/NMPM/,SDN:P06::NMPM,Nanomoles per mole,nmol/mol,Molar fraction of 10^-9 of the SI unit of quantity of matter (the mole) per SI unit quantity of matter. A concentration unit used to express the number of molecules of a particular substance in a mixture (in nanomoles) divided by the total number of moles in the given mixture.,1,false,2023-10-11 11:53:28.0
http://vocab.nerc.ac.uk/collection/P06/current/UYKA/,SDN:P06::UYKA,Kiloyears before present,kyr,The length of time elapsed expressed as thousands of years between the event of interest and the year 1950 AD.,2,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/USTR/,SDN:P06::USTR,Steradians,sr,"The steradian is the SI unit of solid angle. It is used to describe two-dimensional angular spans in three-dimensional space, analogous to the way in which the radian describes angles in a plane.",2,false,2023-09-04 09:56:22.0
http://vocab.nerc.ac.uk/collection/P06/current/UAQU/,SDN:P06::UAQU,Angstrom squared per quantum,A^2/Q,Scaled unit by Avagadro's number and powers of ten to m^2/mol.,3,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/UMTB/,SDN:P06::UMTB,Square metres.Hertz,m^2.Hz,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UCLC/,SDN:P06::UCLC,Milligrams of carbon per (microEinstein per square metre per second) per milligram of chlorophyll per hour,mgC/(uE/m^2/s)/mgChl/h,Unavailable,1,false,2005-03-01 11:07:19.0
http://vocab.nerc.ac.uk/collection/P06/current/KGPH/,SDN:P06::KGPH,Kilograms per hour,kg/h,Unavailable,1,false,2017-03-17 14:45:02.0
http://vocab.nerc.ac.uk/collection/P06/current/MEKG/,SDN:P06::MEKG,MilliEquivalents per kilogram,mEquiv/kg,The amount of substance or substances in a kilogram of solution that will react with one milligram of hydrogen.,2,false,2013-02-05 11:48:23.0
http://vocab.nerc.ac.uk/collection/P06/current/NSQD/,SDN:P06::NSQD,Nanomoles per square metre per day,nmol/m^2/d,Unavailable,1,false,2006-07-11 16:14:35.0
http://vocab.nerc.ac.uk/collection/P06/current/MGPM/,SDN:P06::MGPM,MilliGals per month,mGal/mon,A rate of change of one millionth part of a unit of gravitational acceleration equal to one centimetre per second per second over a time duration of 30.4375 days or 2629800 seconds.,1,false,2014-07-17 13:40:21.0
http://vocab.nerc.ac.uk/collection/P06/current/UMUB/,SDN:P06::UMUB,Micromoles per micromole per day,um/um/d,A change of one part per 10^6 of the SI unit of quantity of matter per one part per 10^6 of the SI unit of quantity of matter the quantity of matter over a period of 86400 seconds.,2,false,2023-03-02 12:36:20.0
http://vocab.nerc.ac.uk/collection/P06/current/UM2S/,SDN:P06::UM2S,Micromoles per square metre per second,umol/m^2/s,One part per 10^6 (million) of the SI unit of quantity of matter (the mole) per SI unit area per SI unit of time.,2,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/UMGM/,SDN:P06::UMGM,Micromoles per milligram per minute,umol/mg/min,"10^-6 of the SI unit of quantity of matter (the mole) per milligram of a substance per minute. Used to express the activity of enzymes by giving the quantity of product formed by the enzyme (in micromoles), per mass of total protein (milligrams) in a given amount of time (minute).",2,false,2022-11-28 12:36:41.0
http://vocab.nerc.ac.uk/collection/P06/current/HPAH/,SDN:P06::HPAH,Hectopascals per hour,hPa/h,A change in pressure of one hundred Newtons per square metre (100 Pascals) per hour.  Equivalent to a change of one millibar per hour.,1,false,2011-01-26 16:51:14.0
http://vocab.nerc.ac.uk/collection/P06/current/KIPA/,SDN:P06::KIPA,Kilopascals,kPa,A force of one thousand Newtons per square metre.,2,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/MMSD/,SDN:P06::MMSD,Moles per square metre per day,mol/m^2/d,SI standard unit of amount of substance per SI unit area in an elapsed time of one day (86400 seconds).,1,false,2021-04-11 23:00:09.0
http://vocab.nerc.ac.uk/collection/P06/current/UMPE/,SDN:P06::UMPE,Moles per Einstein,mol/E,Unavailable,1,false,1999-03-18 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/ULKG/,SDN:P06::ULKG,Litres per kilogram,l/kg,Unavailable,1,false,1997-02-07 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/KGMH/,SDN:P06::KGMH,Kilograms per metre per hour,kg/m/h,One SI standard unit of mass over one SI standard unit of length over 3600 times one SI standard unit of time.,1,false,2020-01-20 15:32:17.0
http://vocab.nerc.ac.uk/collection/P06/current/UHMS/,SDN:P06::UHMS,Hours Minutes Seconds,hh24miss,Unavailable,1,false,1997-12-02 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UNIM/,SDN:P06::UNIM,Nanograms per individual per minute,ng/ind/min,Unavailable,1,false,2000-12-12 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/MWSR/,SDN:P06::MWSR,Milliwatts per square centimetre per micrometre per steradian,mW/cm^2/um/sr,Unavailable,2,false,2017-02-28 12:22:44.0
http://vocab.nerc.ac.uk/collection/P06/current/UPOP/,SDN:P06::UPOP,Percent per metre,%/m,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UFPD/,SDN:P06::UFPD,per female per day,#/fem/d,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/CMM3/,SDN:P06::CMM3,Cubic millimetres,mm^3,A unit of volume defined as a cube 1 millimetre long on each edge.,1,false,2023-04-04 15:57:51.0
http://vocab.nerc.ac.uk/collection/P06/current/MCMD/,SDN:P06::MCMD,Millimoles per cubic metre per day,mmol/m^3/d,Unavailable.,1,false,2015-12-10 15:54:48.0
http://vocab.nerc.ac.uk/collection/P06/current/GQCY/,SDN:P06::GQCY,Grams per square centimetre per year,g/cm^2/yr,A rate of change of 0.001 of the SI unit of mass over 0.00001 of the SI unit of area in a period of an average calendar year (365.25 days),1,false,2015-06-10 08:54:24.0
http://vocab.nerc.ac.uk/collection/P06/current/TISO/,SDN:P06::TISO,ISO8601,ISO8601,String corresponding to any legal ISO8601 format mask. This is the concatenation of 'yyyy-mm-dd' with any part of 'Thh:mm:ss.sss' (including none) depending on precision and an optional time zone indicator 'Zxxx' where xxx is the offset from UT.,2,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/UMNS/,SDN:P06::UMNS,per metre per nanometre per steradian,/m/nm/sr,Unavailable,1,false,1995-09-15 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UYMA/,SDN:P06::UYMA,Millions of years before present,Myr,The length of time elapsed expressed as millions of years between the event of interest and the year 1950 AD.,3,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/MMSM/,SDN:P06::MMSM,Millimoles per square metre,mmol/m^2,Unavailable.,1,false,2015-12-15 11:12:54.0
http://vocab.nerc.ac.uk/collection/P06/current/UYBP/,SDN:P06::UYBP,Years before present,BP,The length of time elapsed expressed as years between the event of interest and the year 1950 AD.,3,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/UPCD/,SDN:P06::UPCD,Percent per day,%/d,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UNVH/,SDN:P06::UNVH,Cubic microns per individual per hour,um^3/ind/h,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UMPM/,SDN:P06::UMPM,Micromoles per mole,umol/mol,Unavailable,1,false,2007-09-19 10:07:03.0
http://vocab.nerc.ac.uk/collection/P06/current/UM2D/,SDN:P06::UM2D,Milligrams per square metre per incubation duration,mg/m^2/inc,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UNAH/,SDN:P06::UNAH,Number per individual per hour,#/ind/h,Unavailable,1,false,2000-02-10 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/USIS/,SDN:P06::USIS,Magnetic susceptibility SI units,MSSI,Unavailable,1,false,2010-12-07 14:10:04.0
http://vocab.nerc.ac.uk/collection/P06/current/UMKS/,SDN:P06::UMKS,10^-8 * Cubic metres per kilogram,10^-8m^3kg^-1,Unavailable,2,false,2019-01-20 17:30:02.0
http://vocab.nerc.ac.uk/collection/P06/current/UAMN/,SDN:P06::UAMN,Arc minutes,arc_min,Unit of angle described as one sixtieth of a degree.,2,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,SDN:P06::UNPG,Number per gram,#/g,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UOHM/,SDN:P06::UOHM,Ohms,ohm,SI unit of electrical resistance defined as the electrical resistance offered by a current-carrying element that produces a voltage drop of one volt when a current of one ampere is flowing through it.,1,false,2010-09-16 11:33:50.0
http://vocab.nerc.ac.uk/collection/P06/current/UNMH/,SDN:P06::UNMH,Nanomoles per litre per hour,nmol/l/h,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/MGCS/,SDN:P06::MGCS,Milligrams per cubic metre per second,mg/m^3/s,10^-6 of the SI unit of mass (kilogram) per SI unit of volume per SI unit of time.,1,false,2021-04-11 23:11:21.0
http://vocab.nerc.ac.uk/collection/P06/current/UTRV/,SDN:P06::UTRV,Parts per trillion by volume,pptrv,Unavailable,1,false,1997-12-15 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UUUD/,SDN:P06::UUUD,Micromoles per square metre per day,umol/m^2/d,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/MSMD/,SDN:P06::MSMD,Millilitres per square metre per day,ml/m^2/d,Unavailable,1,false,2009-03-16 17:11:48.0
http://vocab.nerc.ac.uk/collection/P06/current/UPMH/,SDN:P06::UPMH,Picomoles per litre per hour,pmol/l/h,A change in the quantity of matter of 10^-12 moles in the SI unit of volume scaled by 10^-3 over a period of 3600 seconds.,4,false,2015-01-08 13:56:33.0
http://vocab.nerc.ac.uk/collection/P06/current/UMFX/,SDN:P06::UMFX,Micromoles per square metre per hour,umol/m^2/h,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UHOR/,SDN:P06::UHOR,Hours,h,A time interval of sixty minutes or 3600 seconds.,1,false,2010-09-16 16:54:37.0
http://vocab.nerc.ac.uk/collection/P06/current/UGDX/,SDN:P06::UGDX,Milligrams per square metre per day,mg/m^2/d,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UGLH/,SDN:P06::UGLH,Milligrams per cubic metre per hour,mg/m^3/h,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/PG01/,SDN:P06::PG01,per gram,/g,Unavailable,1,false,2015-11-27 15:49:42.0
http://vocab.nerc.ac.uk/collection/P06/current/UPCW/,SDN:P06::UPCW,Percent per week,%/wk,A rate of change in percent over a period of 7 days,1,false,2017-10-25 10:34:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UMTN/,SDN:P06::UMTN,Square metres per squared Hertz,m^2/Hz^2,Unavailable,2,false,2016-07-06 10:36:17.0
http://vocab.nerc.ac.uk/collection/P06/current/NBMG/,SDN:P06::NBMG,Number per milligram,#/mg,Count of an entity or phenomenon occurrence in one millionth of the SI unit of mass (kilogram).,2,false,2019-01-20 17:58:23.0
http://vocab.nerc.ac.uk/collection/P06/current/UUDX/,SDN:P06::UUDX,Micrograms per square metre per day,ug/m^2/d,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/MBQF/,SDN:P06::MBQF,Millibecquerels per square metre per day,mBq/m^2/d,One radioactive disintegration per thousand seconds in material passing through an area of one square metre during a period of one day (86400 seconds).,4,false,2019-01-20 17:32:57.0
http://vocab.nerc.ac.uk/collection/P06/current/MSCM/,SDN:P06::MSCM,MilliSiemens per centimetre,mS/cm,One part per 10^3 (thousand) of the SI derived unit of electrical conductivity divided by 10^2 parts of the SI base unit of length.,3,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/UGM3/,SDN:P06::UGM3,Micrograms per cubic metre per hour,ug/m^3/h,Unavailable,1,false,2008-02-20 11:33:17.0
http://vocab.nerc.ac.uk/collection/P06/current/NCUM/,SDN:P06::NCUM,Newtons per cubic metre,N/m^3,Unavailable,1,false,2009-06-11 12:41:41.0
http://vocab.nerc.ac.uk/collection/P06/current/MIKG/,SDN:P06::MIKG,Millilitres per kilogram,ml/kg,SI unit of volume scaled by 10^-6 per SI unit of mass.,3,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/MAKG/,SDN:P06::MAKG,Million atoms per kilogram,10^6at/kg,Unit based on one million atoms in a SI standard unit of mass.,2,false,2019-01-20 17:47:01.0
http://vocab.nerc.ac.uk/collection/P06/current/LPUM/,SDN:P06::LPUM,Litres per micromole,l/umol,The inverse of a molar concentration - the untits of per molarity.,1,false,2014-06-24 12:09:26.0
http://vocab.nerc.ac.uk/collection/P06/current/UYGA/,SDN:P06::UYGA,Billions of years before present,Gyr,The length of time elapsed expressed as billions (10^9) of years between the event of interest and the year 1950 AD.,3,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/SQUM/,SDN:P06::SQUM,Square micrometres,um^2,A unit of area defined as a square of one micrometre long on each side. It has a dimension of L2 where L is length. It can be converted to the corresponding standard SI unit area by multiplying its value by a factor of 10^-12.,1,false,2020-09-18 08:45:39.0
http://vocab.nerc.ac.uk/collection/P06/current/UPVT/,SDN:P06::UPVT,Picomoles per cubic metre per second,pmol/m^3/s,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/NMGH/,SDN:P06::NMGH,Nanomoles per microgram per hour,nmol/ug/h,Unavailable,1,false,2005-08-02 16:46:45.0
http://vocab.nerc.ac.uk/collection/P06/current/DCPY/,SDN:P06::DCPY,Degrees Celsius per year,degC/yr,A rate of change of temperature expressed on the Celsius scale over a period of an average calendar year (365.25 days).,1,false,2017-12-08 17:56:32.0
http://vocab.nerc.ac.uk/collection/P06/current/UCGS/,SDN:P06::UCGS,Magnetic susceptibility cgs units,MScgs,Unavailable,1,false,1996-10-24 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/NMMD/,SDN:P06::NMMD,Nanomoles per micromole per day,nmol/umol/d,Unavailable.,1,false,2015-12-10 15:35:53.0
http://vocab.nerc.ac.uk/collection/P06/current/UNMD/,SDN:P06::UNMD,Nanomoles per litre per day,nmol/l/d,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UCGG/,SDN:P06::UCGG,Magnetic susceptibility cgs units per gram,Mscgs/g,Unavailable,1,false,1996-10-24 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UPMD/,SDN:P06::UPMD,Picomoles per square metre per day,pmol/m^2/d,Unavailable,1,false,2006-07-07 12:41:25.0
http://vocab.nerc.ac.uk/collection/P06/current/GSMD/,SDN:P06::GSMD,Grams per square metre per day,g/m^2/d,10^-3 of the SI unit of mass (kilogram) per SI unit of area in an elapsed time of one day (86400 seconds).,2,false,2022-12-02 16:58:49.0
http://vocab.nerc.ac.uk/collection/P06/current/NBHG/,SDN:P06::NBHG,Number per 100 grams,#/100g,Count of an entity or phenomenon occurrence in one 10th of the SI unit of mass (kilogram).,1,false,2019-01-20 17:56:11.0
http://vocab.nerc.ac.uk/collection/P06/current/UMHZ/,SDN:P06::UMHZ,Square metres per Hertz,m^2/Hz,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UMNT/,SDN:P06::UMNT,Months,mon,A time interval of 30.4375 days or 2629800 seconds.,1,false,2014-05-06 09:26:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UNID/,SDN:P06::UNID,Nanograms per day,ng/d,Unavailable,1,false,2008-02-20 11:48:40.0
http://vocab.nerc.ac.uk/collection/P06/current/UPCH/,SDN:P06::UPCH,Percent per hour,%/h,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UYMD/,SDN:P06::UYMD,Gregorian date (yyyymmdd),yyyymmdd,"A date according to the Gregorian Calendar expressed as an 8-byte string with the year in bytes 1-4, month within year in bytes 5-6 and day within month in bytes 7-8.",2,false,2010-09-30 13:13:09.0
http://vocab.nerc.ac.uk/collection/P06/current/DCWK/,SDN:P06::DCWK,Degrees Celsius weeks,degC.wk,"Temperature multiplied by time. Used to express temperature accumulation over the duration of a week, also known as Degree Heating Weeks.",1,false,2021-06-09 16:32:32.0
http://vocab.nerc.ac.uk/collection/P06/current/AMPB/,SDN:P06::AMPB,Amperes,A,The SI base unit of electric current equal to a flow of one coulomb per second.,1,false,2020-04-07 10:42:31.0
http://vocab.nerc.ac.uk/collection/P06/current/ULPM/,SDN:P06::ULPM,Litres per minute,l/min,Unavailable,1,false,2003-06-30 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/NMMM/,SDN:P06::NMMM,Nanomoles per micromole,nmol/umol,Unavailable.,1,false,2015-12-10 15:34:13.0
http://vocab.nerc.ac.uk/collection/P06/current/SMPG/,SDN:P06::SMPG,Square metres per gram,m^2/g,Unavailable,1,false,2014-08-15 09:49:21.0
http://vocab.nerc.ac.uk/collection/P06/current/UGPM/,SDN:P06::UGPM,MicroGals per metre,uGal/m,A rate of change of one millionth part of a unit of gravitational acceleration equal to one centimetre per second per second over a distance of one metre.,2,false,2010-11-04 12:38:04.0
http://vocab.nerc.ac.uk/collection/P06/current/UCCL/,SDN:P06::UCCL,Milligrams of carbon per milligram of chlorophyll per hour,mgC/mgChl/hr,Unavailable,2,false,2007-03-05 11:27:56.0
http://vocab.nerc.ac.uk/collection/P06/current/UMEC/,SDN:P06::UMEC,MicroEinsteins per cubic metre per second,uE/m^3/s,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/CCPM/,SDN:P06::CCPM,Millilitres per minute,ml/min,Unavailable,1,false,2007-09-19 12:09:08.0
http://vocab.nerc.ac.uk/collection/P06/current/UMAM/,SDN:P06::UMAM,Milliamps,mA,Unavailable,1,false,1998-07-13 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/JCMH/,SDN:P06::JCMH,Joules per square centimetre per day,J/cm^2/d,Radiant energy per 10^-4 SI unit area over a period of one day.,1,false,2015-01-28 09:30:37.0
http://vocab.nerc.ac.uk/collection/P06/current/MMOM/,SDN:P06::MMOM,Millimoles per mole,mmol/mol,Unavailable,1,false,2007-09-19 10:07:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UUMV/,SDN:P06::UUMV,Millivolts,mV,Unavailable,1,false,1999-01-28 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UMAA/,SDN:P06::UMAA,Nanoteslas,nT,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UMDX/,SDN:P06::UMDX,Millimoles per square metre per day,mmol/m^2/d,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UMLV/,SDN:P06::UMLV,Parts per million by volume,ppmv,Unavailable,1,false,1997-12-15 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/MPGH/,SDN:P06::MPGH,Moles per gram per hour,mol/gram/h,SI unit of the quantity of matter per SI unit of mass per unit of time expressed in hour.,1,false,2016-10-26 15:20:39.0
http://vocab.nerc.ac.uk/collection/P06/current/NPMM/,SDN:P06::NPMM,Nanomoles per milligram per minute,nmol/mg/min,"10^-9 of the SI unit of quantity of matter (the mole) per milligram of a substance per minute. Used to express the activity of enzymes by giving the quantity of product formed by the enzyme (in nanomoles), per mass of total protein (milligrams) in a given amount of time (minute).",1,false,2023-10-11 10:42:16.0
http://vocab.nerc.ac.uk/collection/P06/current/MRAD/,SDN:P06::MRAD,Millirads per hour,mRad/hr,One thousandth part of an absorbed ionizing radiation dose equal to 100 ergs per gram of irradiated material received per hour.,2,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/NAMP/,SDN:P06::NAMP,Nanoamperes,nA,An SI unit of electrical current equal to 10^?9 amperes.,1,false,2020-04-07 10:36:38.0
http://vocab.nerc.ac.uk/collection/P06/current/UCSS/,SDN:P06::UCSS,Degrees Celsius squared per second,degC^2/s,Unavailable,2,false,2006-05-04 08:42:24.0
http://vocab.nerc.ac.uk/collection/P06/current/PMMM/,SDN:P06::PMMM,Picomoles per milligram per minute,pmol/mg/min,A change in the quantity of matter of 10^-12 moles in 10^-6 of the SI unit of mass over a period of 60 seconds.,1,false,2022-12-02 17:24:33.0
http://vocab.nerc.ac.uk/collection/P06/current/UMMD/,SDN:P06::UMMD,Micromoles per litre per day,umol/l/d,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/MBPG/,SDN:P06::MBPG,Millibecquerels per gram,mBq/g,One radioactive disintegration per thousand seconds per 1000th SI unit of sample mass.,1,false,2018-05-03 21:30:32.0
http://vocab.nerc.ac.uk/collection/P06/current/UPVW/,SDN:P06::UPVW,Picomoles per metre per watt per second,pmol/m/W/s,Unavailable,1,false,1997-01-22 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/MGLH/,SDN:P06::MGLH,Micrograms per litre per hour,ug/l/h,A rate of change of mass of a measurand equivalent to 10^-9 kilogram (the SI unit of mass) per litre volume of matrix over a period of 1 hour.,2,false,2015-01-08 13:39:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UVAY/,SDN:P06::UVAY,Number per square centimetre per thousand years,#/cm^2/ka,Unavailable,1,false,2005-02-28 17:39:43.0
http://vocab.nerc.ac.uk/collection/P06/current/UPCM/,SDN:P06::UPCM,per centimetre,/cm,Unavailable,1,false,2017-10-25 10:36:43.0
http://vocab.nerc.ac.uk/collection/P06/current/NOPM/,SDN:P06::NOPM,Number per metre,#/m,Unavailable.,1,false,2017-03-10 12:27:39.0
http://vocab.nerc.ac.uk/collection/P06/current/UDPM/,SDN:P06::UDPM,Micromoles per disintegrations per minute,umol/dpm,10^-6 of the SI unit of quantity of matter (the mole) per disintegrations per minute. Used to express the ratio of POC to Thorium-234.,2,false,2022-11-28 12:36:41.0
http://vocab.nerc.ac.uk/collection/P06/current/USPC/,SDN:P06::USPC,Not specified,Unspec.,The units are deliberately undefined such as arbitrary units.,3,false,2017-10-15 16:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UMTD/,SDN:P06::UMTD,Square metres.cubic Hertz,m^2.Hz^3,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UMCH/,SDN:P06::UMCH,Millilitres cleared per individual per hour,ml/ind/h,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UMSC/,SDN:P06::UMSC,Milliseconds,ms,A time interval of one thousandth of a second.,2,false,2014-05-06 09:18:50.0
http://vocab.nerc.ac.uk/collection/P06/current/GCM2/,SDN:P06::GCM2,Grams per square centimetre,g/cm^2,A non-SI unit of pressure (sometimes referred to as gram-force per centimetre square) equivalent to 98.0665 Pascals.,1,false,2019-05-20 14:42:21.0
http://vocab.nerc.ac.uk/collection/P06/current/MSPM/,SDN:P06::MSPM,MilliSiemens per metre,mS/m,One part per 10^3 (thousand) of the SI derived unit of electrical conductivity divided by the SI base unit of length.,3,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/EVLT/,SDN:P06::EVLT,Electronvolts,eV,The amount of energy gained or lost by the charge of a single electron moving across an electric potential difference of one volt. One electronvolt equal to 1.602*10?19 joules.,1,false,2018-01-18 22:12:46.0
http://vocab.nerc.ac.uk/collection/P06/current/RAPS/,SDN:P06::RAPS,Radians per second,rad/s,Unavailable.,1,false,2015-12-10 15:38:06.0
http://vocab.nerc.ac.uk/collection/P06/current/UPCC/,SDN:P06::UPCC,Degrees Celsius per metre,degC/m,Unavailable,2,false,2006-05-04 08:42:24.0
http://vocab.nerc.ac.uk/collection/P06/current/M2HD/,SDN:P06::M2HD,Square metres per Hertz per degree,m^2/Hz/deg,Unavailable,1,false,2016-07-06 10:39:13.0
http://vocab.nerc.ac.uk/collection/P06/current/OHMM/,SDN:P06::OHMM,Ohm metres,ohm.m,Electrical resistance expressed in Ohms of a one metre length of conductor. Ohm is the SI unit of electrical resistance defined as the electrical resistance offered by a current-carrying element that produces a voltage drop of one volt when a current of one ampere is flowing through it.,1,false,2010-11-04 12:00:15.0
http://vocab.nerc.ac.uk/collection/P06/current/UGDC/,SDN:P06::UGDC,Milligrams per cubic metre per day,mg/m^3/d,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/DBPY/,SDN:P06::DBPY,Decibars per year,dbar/yr,A rate of change of pressure expressed in decibars over a period of an average calendar year (365.25 days).,1,false,2017-12-08 18:08:51.0
http://vocab.nerc.ac.uk/collection/P06/current/THSC/,SDN:P06::THSC,thousandths of a second,10^-3s,One thousandth part of the time interval of a second.,2,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/UMSM/,SDN:P06::UMSM,Micromoles per square metre,umol/m^2,10^-6 of the SI unit of quantity of matter (the mole) per SI unit area.,2,false,2022-11-28 12:36:41.0
